Site	N	S	NmaxObs	NmaxPred_geom	evennessObs	evennessPred_geom	skewnessObs	skewnessPred_geom	ll_geom	r2_geom	site_name	NmaxPred_mete	evennessPred_mete	skewnessPred_mete	p_mete	ll_mete	r2_mete	NmaxPred_lognorm	evennessPred_lognorm	skewnessPred_lognorm	mu_lognorm	sigma_lognorm	ll_lognorm	r2_lognorm	NmaxPred_zipf	evennessPred_zipf	skewnessPred_zipf	gamma_zif	ll_zipf	r2_zipf
1866	2683	48	1174	253.0	0.0837	0.5197	0.771186078031	0.418647305712	-240.695558498	-0.38253486325499997	'700098906.may1'	599	0.2008	0.639135894897	0.996915862921	-168.111018956	0.648821040184	3769	0.0368	0.87155146386	-12.49029697	5.993681104939999	-159.11301442200002	0.97610144389	7506	0.0298	0.880509048876	1.4825390729499999	-159.462946163	0.9629745240719999
1867	3575	30	3455	486.0	0.0357	0.5246	0.792314152067	0.400211203418	-173.289464498	-3.17819114517	'700106052.may1'	1142	0.1884	0.61915808452	0.998762646885	-92.67385106879999	-0.7814126222300001	458	0.0636	0.776671107938	-37.654300588299996	8.597092330519999	-74.3133482493	0.910285667633	291	0.076	0.770630213445	1.66101559547	-74.6210371586	0.889679811802
1868	1628	56	553	135.0	0.0793	0.5221	0.705678318424	0.423941313588	-243.73194558400002	-0.756078711491	'700111081.may1'	301	0.2257	0.632120996238	0.993143806205	-158.89769817299998	0.267199196352	1086	0.0375	0.897671092625	-28.682149280999997	7.54088697342	-138.15650523600002	0.955259948969	715	0.043	0.893759483703	1.66522247042	-138.445583136	0.940411947449
1869	1895	60	373	149.0	0.1836	0.5213	0.625692577356	0.42465240532	-266.197718464	0.38735268949699997	'700102983.may1'	339	0.2199	0.63825871281	0.993812177918	-222.91575758099998	0.947100467932	1149	0.0731	0.853635936813	0.006910883847020001	2.7162225620999996	-222.872208146	0.9765901576270001	56871	0.0208	0.9288497218840001	1.4166866698299998	-226.94648525	0.742033881693
1870	4753	14	4733	1130.0	0.07200000000000001	0.5411	0.636307179376	0.355790217241	-95.56398502399999	-3.8928434845599997	'700032378.may1'	2394	0.2028	0.544061035654	0.99974555286	-43.152075333599996	-1.42807398113	75	0.1474	0.6206325904469999	-36.7723289148	8.105869912080001	-31.1073656087	0.683873037324	56	0.1827	0.609028333979	1.7329964260799997	-31.521429762199997	0.634683041518
1871	6573	49	5600	613.0	0.027999999999999997	0.5172	0.888266028808	0.419884031532	-288.863264523	-2.0035801014700003	'700101259.may1'	1601	0.1731	0.659497280582	0.998909056102	-162.075799614	-0.10087621202500001	1981	0.0352	0.8783358400229999	-42.512276556399996	9.47287975107	-136.1694414	0.945275270034	1603	0.0375	0.8767412594089999	1.5798293471	-137.798404831	0.932990251529
1873	7667	147	3165	294.0	0.0305	0.511	0.993813898575	0.448776028815	-726.856155172	-1.04069902145	'700102165.may1'	801	0.1873	0.695738604264	0.996646200921	-475.11047546199995	0.31295440167599997	2828	0.0258	1.0569586489899998	-5.35050066188	3.9862094340199996	-430.56060223800006	0.9784429533310001	16671	0.0118	1.1010589031	1.55442114234	-430.779721791	0.974366430499
1874	3450	89	1540	199.0	0.0343	0.5161	0.8702326578309999	0.437809819368	-413.358917697	-1.4010498440299999	'700107920.may1'	489	0.2049	0.664823866597	0.995189588847	-260.369286622	0.0242552549804	932	0.0388	0.963569133495	-8.40649370951	4.36601305888	-225.11826565099997	0.9638754598170001	1711	0.0264	0.9883167035860001	1.6503456037200002	-224.81236153400002	0.9707139614470001
1875	4139	74	1275	278.0	0.081	0.5149	0.77655568682	0.43406852231000004	-371.12119509400003	-0.282017695616	'700015277.may1'	701	0.1928	0.665484358769	0.996917398151	-267.822461003	0.71586778704	3457	0.0361	0.9358407471019999	-3.7629066690199995	4.01468139405	-257.500608395	0.980263690132	33537	0.0182	0.969268235061	1.45602771648	-258.53482361	0.930483004004
1877	5691	28	5107	817.0	0.0441	0.5248	0.775382946444	0.39726100098300005	-176.735235023	-2.44633843086	'700108832.may1'	1979	0.1772	0.621501898435	0.999344930689	-95.5894944217	-0.291118426235	955	0.057999999999999996	0.767908747268	-36.8201043216	9.02910968217	-80.5050437654	0.9369180581550001	747	0.0618	0.7662653733939999	1.56332465411	-80.8568293906	0.920249647814
1881	157	17	71	31.0	0.2282	0.5724	0.587905938819	0.368422663473	-53.8360251646	0.6295858730080001	'700023790.may1'	49	0.3427	0.505063579232	0.9704035893080001	-48.7540160954	0.8609562980709999	47	0.3133	0.56099161274	0.42900439294	1.6630295296700002	-47.967797374700005	0.898832373311	361	0.0967	0.666407698217	1.54941989768	-50.2299145387	0.7377135437190001
1883	213	34	53	25.0	0.316	0.5622	0.694381925415	0.41215018095	-93.5169142137	0.9217756194329999	'700038033.may1'	40	0.3568	0.555045460328	0.949136190116	-93.4956356018	0.848592344598	32	0.4568	0.5328708646329999	1.07949965218	1.04676413111	-90.37153679	0.9381259347319999	1268	0.0493	0.806311338284	1.54974621575	-100.40705629899999	0.0336752786356
1884	2865	82	315	176.0	0.2097	0.5176	0.541871231902	0.435238370802	-372.210727909	0.21103702050099998	'700099476.may1'	423	0.21	0.6584006146670001	0.994536052182	-294.316107847	0.863689258918	9230	0.0249	0.972098896929	-7.54787628866	5.124267253969999	-291.65924935	0.902722584265	56248	0.0161	0.990645454694	1.44438677304	-293.084153798	0.821699791127
1885	7046	49	5779	658.0	0.0301	0.5167	0.887001146822	0.420441449691	-292.280581283	-1.66985117007	'700037714.may1'	1729	0.1714	0.660947155702	0.998994262785	-172.892483081	0.148864127353	5105	0.0312	0.882127181408	-37.7251640981	9.50118363103	-153.200750417	0.9848383981479999	4373	0.0314	0.882462737059	1.51422277236	-153.75067769	0.9760238715
1886	4176	23	2184	694.0	0.1258	0.5286	0.639202403549	0.38702569026999994	-142.573688286	-0.433947675222	'700032280.may1'	1594	0.1871	0.600016081924	0.999273989292	-98.17892403329999	0.724924383055	11463	0.0533	0.735686493899	-27.609208402399997	9.56558317099	-95.275947609	0.9307849226330001	16215	0.0506	0.736931345773	1.3739614566	-95.5812370343	0.92127196171
1887	114	33	50	13.0	0.1448	0.5981	0.7888927680560001	0.41916478436	-68.59149206010001	0.47772297557899995	'700105114.may1'	18	0.4547	0.51782105749	0.879783429205	-57.2144536367	0.714141778286	34	0.2104	0.7325678672220001	-6.89455413046	3.1651553059	-52.056016768599996	0.95460936189	35	0.2066	0.741158034694	2.03445059746	-52.0889198178	0.938916031441
1888	1754	92	184	97.0	0.2234	0.523	0.570681700068	0.437663619517	-360.747537094	0.538704783969	'700035977.may1'	215	0.2409	0.64381893377	0.9883587188230001	-312.804969042	0.9626480981509999	785	0.0778	0.8996608860200002	0.010859573021100001	2.4361312532099997	-313.690120803	0.9748430512999999	51645	0.0147	1.0132137747499999	1.45786308009	-320.26811066700003	0.6909320524349999
1890	5206	30	4440	709.0	0.0452	0.5237	0.785367558042	0.400466295755	-184.604485875	-2.58094142733	'700024968.may1'	1721	0.1788	0.625451201812	0.9992059005700001	-96.7463251127	-0.48139796254199996	563	0.0611	0.7776350639149999	-33.0063427834	8.218260000219999	-78.0741888293	0.888174417376	413	0.0681	0.774374153134	1.6253624123600001	-78.6327524175	0.8617767380399999
1892	3519	90	627	201.0	0.1097	0.5151	0.682732337368	0.43814636988000005	-418.79018791	-0.033821744571000005	'700098401.may1'	496	0.2041	0.6656597441659999	0.995240089831	-314.824813262	0.7957652878270001	3362	0.0334	0.968483881146	-3.61945072931	3.88434188276	-305.415094426	0.979755810264	38018	0.0154	1.00812996723	1.4685709687600002	-306.942309831	0.909550134298
1893	824	31	508	108.0	0.0788	0.5344	0.765636041581	0.40337312161899996	-132.09509855	0.09094621228880001	'700035208.may1'	217	0.2443	0.5896518879339999	0.992352612317	-106.634947044	0.7638505859929999	166	0.1872	0.6853263363500001	0.693087959906	1.9381895160499998	-102.528469115	0.932585192419	4205	0.0442	0.793680476842	1.4647112444900001	-106.50572735899999	0.731473712844
1894	3285	25	1613	513.0	0.1139	0.5271	0.605366913826	0.39134098907700005	-146.86078103	-0.9422511252760001	'700107005.may1'	1168	0.192	0.603648683764	0.998917368698	-92.5790955728	0.41925960243199994	3072	0.0542	0.7501916057420001	-38.9955139021	10.127562427	-85.2955943756	0.947161253348	2529	0.055	0.7501400019419999	1.46725914294	-85.4757480921	0.9336978913449999
1896	1409	96	276	75.0	0.1356	0.5261	0.7475315277	0.439599161917	-350.536264925	0.346211331582	'700035605.may1'	159	0.2573	0.637120645655	0.983724339766	-284.15915783099996	0.8584360830600001	671	0.0601	0.9362815878630001	-2.17271863302	2.9398833134599998	-277.140287283	0.9846228148489999	7204	0.0182	1.0140877139	1.55859269761	-279.38101804	0.893454503242
1897	1782	55	368	150.0	0.1739	0.5218	0.631856531845	0.423354413991	-245.44107836400002	0.292217844512	'700095987.may1'	339	0.2202	0.634013975307	0.9940042583959999	-199.249486691	0.916153894805	1803	0.0542	0.867190265185	-1.7560249724700001	3.41361538674	-198.517321536	0.9621657960109999	28861	0.0235	0.91052196138	1.4348399176100002	-200.386737951	0.823194963469
1898	2032	66	530	148.0	0.1128	0.5203	0.701772435188	0.429674648304	-291.106343111	-0.09589634307289999	'700107216.may1'	340	0.2199	0.642473687059	0.9936139402519999	-214.332032823	0.71302828518	2002	0.0383	0.9176820543430001	-6.637132412490001	4.47232982694	-204.468449565	0.9729634669230001	6986	0.0238	0.941847170293	1.52031983094	-204.90769100400001	0.944763898174
1901	2602	50	1123	238.0	0.0825	0.5193	0.778424785857	0.420839097117	-247.11712596099997	-0.464752876035	'700102942.may1'	561	0.2024	0.639890689996	0.9966377575159999	-168.182678794	0.577115103168	5231	0.0307	0.885993503995	-36.4709230443	9.35418892762	-155.990878841	0.959165308574	4482	0.0309	0.88644507963	1.51507343705	-156.65010109600001	0.9543889078710001
1902	2259	65	468	167.0	0.1566	0.519	0.640332190906	0.429757418459	-294.694617166	0.122616027984	'700035555.may1'	389	0.2139	0.645472010466	0.994500256845	-228.34574756400002	0.8428487120010001	2954	0.0388	0.91310761776	-4.22687617236	4.12154025671	-224.132981753	0.960220181883	22899	0.0209	0.942864915676	1.46023406651	-225.225099398	0.887065951045
1903	8510	67	7203	620.0	0.0204	0.5134	0.942547851265	0.429892646531	-391.303964905	-4.57212062666	'700097738.may1'	1698	0.1691	0.6784896042499999	0.998836063242	-197.438507088	-1.57644577546	875	0.0353	0.929477471039	-31.511743826	7.60976799235	-149.659383156	0.910599811467	445	0.0472	0.918694411143	1.7405654042200003	-149.337885297	0.891041763411
1904	4577	35	4351	554.0	0.0316	0.5214	0.823319527789	0.40698130786200004	-205.436620573	-2.8280770689200003	'700023914.may1'	1354	0.1814	0.633824630573	0.998882775278	-124.14854161	-0.49364966999300003	273	0.1222	0.7478122908589999	-0.666997928567	2.54681119216	-109.98299688	0.831652531161	2622	0.0429	0.8155504693819999	1.5054314936000002	-111.54854467	0.819192532632
1907	5151	52	2749	458.0	0.0574	0.5168	0.827293402592	0.422075711942	-290.71316538599996	-0.900569453969	'700023835.may1'	1172	0.1803	0.65722596931	0.998441131771	-188.76859453900002	0.480650097132	6631	0.031	0.891491616789	-17.4948186718	6.986426047539999	-175.108365516	0.981282511637	10438	0.027000000000000003	0.8971016299950001	1.47442818824	-175.397362513	0.973648194396
1910	3878	87	1976	228.0	0.0401	0.515	0.956501287589	0.437180832801	-416.37023399699996	-0.806886228806	'700102389.may1'	571	0.19899999999999998	0.6679379544740001	0.9959429886069999	-270.272661044	0.372631779655	5469	0.0205	0.9925173264210001	-38.2555822809	9.04966089286	-240.53081186900002	0.975112584942	3834	0.0219	0.991230589894	1.5876581938699998	-241.63137490900002	0.965487834796
1912	4152	30	1803	565.0	0.102	0.5241	0.644780146118	0.400335101506	-177.79579781099997	-0.555041404083	'700108135.may1'	1345	0.1844	0.621713967989	0.998963394853	-119.769126164	0.660090138599	11021	0.0423	0.788676379348	-39.4271858102	10.7089030648	-114.24878624799999	0.9439101935750001	12165	0.0412	0.7895071441500001	1.41158963947	-114.69599347799999	0.937866265347
1914	451	45	72	43.0	0.2661	0.5447	0.522885688395	0.418800552717	-146.39257527799998	0.5676962159960001	'700103623.may1'	79	0.2999	0.585460688549	0.973161332309	-126.691622601	0.919833466163	257	0.1033	0.796548877983	-1.94200725662	2.7842264613300003	-126.40092432600001	0.9482435149189999	1489	0.0401	0.860252343988	1.5743633512000001	-127.65076535600001	0.82900974759
1916	681	37	113	78.0	0.3234	0.531	0.459109456811	0.410228192122	-143.743988109	0.624820710899	'700114023.may1'	152	0.26	0.593145699085	0.987829051912	-128.98581149	0.960896575136	462	0.1118	0.7586147415119999	0.114619882626	2.4996766031999997	-131.085916205	0.9342759162000001	10700	0.0351	0.8306137585079999	1.4384220076499998	-133.83724049	0.6135247803639999
1917	1567	45	1159	155.0	0.0398	0.5238	0.864424513937	0.417762676572	-204.109094254	-0.7652176860459999	'700111861.may1'	342	0.2207	0.62315455715	0.9945146968690001	-139.608191239	0.39945593596699996	363	0.0842	0.813998326493	-2.96485045911	3.17849946424	-127.47271090000002	0.9642668189679999	1519	0.04	0.8603775248569999	1.5728919611	-127.95574614600001	0.9652854040469999
1918	9077	36	8897	1077.0	0.0289	0.5202	0.829097404873	0.408290571272	-235.007799163	-4.53878237482	'700110151.may1'	2804	0.1652	0.647475602096	0.9994804029909999	-120.693224289	-1.25697442629	598	0.0634	0.8027237334209999	-9.769767525810002	4.90259427012	-99.2501597107	0.8849907617730001	779	0.0529	0.8136086751	1.59527623435	-98.7972633525	0.898356587291
1919	2778	81	1430	172.0	0.0436	0.5179	0.9600444131489999	0.43475576332099997	-366.145493731	-0.198043934524	'700034810.may1'	412	0.2118	0.65647303268	0.994409856223	-268.340715032	0.711216244819	1457	0.0448	0.935171244477	-3.1212538827599996	3.50801432386	-255.55323192400002	0.9929808111130001	13077	0.0188	0.984103103568	1.5081418859	-256.920553713	0.935753562551
1920	2099	112	478	99.0	0.0908	0.5214	0.819842025527	0.443444557482	-437.197652768	0.149534730831	'700095975.may1'	224	0.2391	0.653738243253	0.988102207942	-337.556708255	0.7855893616130001	1783	0.0329	1.0029626304	-5.24922504311	3.9107083214099996	-324.145124185	0.9730302266299998	9335	0.0157	1.04521851245	1.5595663825200001	-325.439884832	0.9325688524339999
1921	4094	41	2990	438.0	0.0445	0.5208	0.842009670139	0.41345267095	-229.54594445	-0.677314830417	'700098659.may1'	1075	0.1852	0.640877116115	0.998458437992	-160.212622586	0.646155365646	1542	0.0654	0.814069415539	-1.36710199045	3.3804451709500003	-153.225087625	0.984848993961	22101	0.0305	0.852151853543	1.41792865618	-154.660389198	0.91327509676
1923	61	17	7	11.0	0.7574	0.6186	0.118800709221	0.3676301074	-36.0943349355	0.7831309883069999	'700035779.may1'	15	0.4711	0.484216553556	0.886544235051	-39.001901080100005	0.483392691458	8	0.7744	0.213820219155	1.17024218201	0.324310965253	-34.7292182094	0.898668544198	145	0.1216	0.658665086698	1.64127646945	-43.5177245789	-1.1101793637700001
1929	15168	24	14543	2445.0	0.0453	0.527	0.746371379365	0.389168784329	-178.754348095	-4.01518690743	'700038404.may1'	6203	0.1616	0.6203846561909999	0.9998316481380001	-85.8370536452	-1.0326351235200002	1550	0.0593	0.740664902096	-49.1908274236	10.8293271172	-70.4591458079	0.866051246492	619	0.0705	0.7358427572220001	1.55635167101	-70.1047682451	0.8306905568440001
1930	3330	74	1383	223.0	0.0641	0.5165	0.881245975123	0.433194264277	-354.86464289699995	-0.36481424325	'700113568.may1'	547	0.2012	0.6598238310660001	0.9959895540189999	-248.00086526799998	0.631596242256	5673	0.0256	0.956160177401	-14.790135829	6.24745149878	-232.79854510400003	0.974032485581	10285	0.0207	0.9656084906290001	1.51139119831	-233.36328747	0.9599617161380001
1932	4776	109	1860	234.0	0.0433	0.5141	0.911706449135	0.4434763729899999	-519.767779115	-0.625088411107	'700101657.may1'	600	0.1971	0.6779635901279999	0.995857440683	-352.32177417599996	0.513543911378	5395	0.0209	1.02602850641	-12.4183895271	5.61720332497	-324.001445435	0.9797766763429999	11588	0.0154	1.04115085183	1.54452089408	-324.71944376	0.968143770712
1933	511	46	263	48.0	0.078	0.5429	0.859766837742	0.41843602254600004	-154.619962757	0.503092463246	'700106192.may1'	90	0.2914	0.589250406789	0.9765841141339999	-133.163815287	0.85448680848	79	0.2536	0.689128189068	0.499312103324	1.5888909471000001	-128.187480819	0.95109912979	1975	0.0374	0.86622487237	1.5570059112	-134.226977697	0.63533941279
1934	4055	137	1367	164.0	0.0484	0.5151	0.9695691936849999	0.448260065533	-598.777514579	-0.376216156055	'700034188.may1'	407	0.2117	0.6762954164839999	0.9932947481759999	-418.16118490199995	0.565857656002	4845	0.0188	1.06716364692	-12.4927832521	5.46492015844	-384.91702192900004	0.985913578573	9526	0.0137	1.0841317685299998	1.57928358216	-385.58252232300003	0.973445884138
1935	538	15	450	121.0	0.094	0.5461	0.644052602699	0.361412613165	-68.4860429366	-0.526953802042	'700032258.may1'	218	0.2616	0.525693869147	0.995157264173	-46.8528215997	0.460672486775	206	0.1246	0.634091613956	-9.901227700739998	5.022922582950001	-43.111259994099996	0.975427971864	239	0.1136	0.6396004770699999	1.56646380296	-43.0972796855	0.982206768306
1936	2418	77	1124	156.0	0.0358	0.5186	0.8462238966140001	0.434208567021	-341.171338502	-1.23652354861	'700097058.may1'	366	0.2161	0.651367083287	0.9937681024700001	-231.741181238	0.027075429545499997	191	0.1281	0.837088083765	-0.764086866723	2.18627548616	-206.36059194700002	0.857232037879	2644	0.0256	0.965354006734	1.5991575252099999	-210.06474969599998	0.820782621525
1939	3166	16	2351	685.0	0.107	0.5374	0.635367188296	0.365597059242	-100.561668719	-1.02792276368	'700023938.may1'	1452	0.204	0.557833494991	0.999430259957	-60.6853128586	0.34376039913199996	1390	0.081	0.660253000358	-56.1924396346	12.068111903499998	-55.0615782476	0.903254681677	1110	0.0839	0.659495464931	1.45905825535	-55.5723492206	0.893702931154
1941	5099	85	2413	306.0	0.0353	0.5143	0.8734015490979999	0.43679358724899997	-432.290177365	-1.2806653033700002	'700111795.may1'	795	0.1884	0.674565058144	0.9971663571089999	-277.022937145	0.22269725730099998	1508	0.0385	0.9538913288259999	-5.29890009428	3.9752153458800006	-249.283521752	0.978523315492	6307	0.0203	0.9899994055679999	1.55346059365	-249.47193262	0.975744043511
1942	2778	36	1425	328.0	0.0692	0.5233	0.7010445944779999	0.40749628147100003	-192.220557527	-1.06880211216	'700109268.may1'	766	0.1961	0.62583656848	0.997910470588	-122.481437571	0.330114003765	1482	0.0508	0.812457172713	-12.5397869151	5.79246545865	-111.363889184	0.971294462001	2095	0.0435	0.819960691961	1.52282586284	-111.274275959	0.973379699509
1943	5987	97	4336	323.0	0.0194	0.5126	1.0235578943799999	0.439869331004	-496.10550669199995	-0.885788163935	'700114157.may1'	857	0.1856	0.6818083025759999	0.997261649169	-334.222661772	0.478579743458	2050	0.0377	0.971603768252	-3.2734886712800004	3.59574504655	-310.04193463	0.97933907427	21585	0.0154	1.02111512215	1.50103817551	-311.588102326	0.9302139337880001
1944	870	51	126	77.0	0.2424	0.5292	0.551861571935	0.421908246328	-194.14512219	0.577093451027	'700111548.may1'	156	0.2577	0.6101932328440001	0.986585997045	-169.968000344	0.958811175238	556	0.0902	0.8177056876809999	-0.44604136629600005	2.6278380620700004	-171.601839052	0.9497627776019999	11663	0.0271	0.893631290446	1.46712137984	-174.397518983	0.712293926973
1947	2393	53	833	209.0	0.0872	0.519	0.713042559462	0.422994198715	-254.33929040299998	-0.13818611324000002	'700024754.may1'	488	0.2067	0.6400642531180001	0.9960061622700002	-195.706262625	0.728787514455	556	0.1033	0.806815725723	0.409246376107	2.35539766799	-188.84275231599997	0.9385716641590001	27475	0.0243	0.903131948785	1.43338191071	-193.677842681	0.77521683839
1948	7195	14	7064	1711.0	0.0741	0.5408	0.6362815897899999	0.355820306854	-101.375539159	-2.04537921843	'700037234.may1'	3710	0.1959	0.547428013696	0.9998523780859999	-59.1804949361	0.0718939763148	1418	0.0984	0.629928842604	-8.59911357425	5.80954531908	-55.0006784925	0.931077651795	2466	0.0863	0.634045355503	1.3989387748500002	-55.0032397666	0.949272897001
1949	3637	117	1317	167.0	0.0378	0.5156	0.917142566138	0.443774444621	-517.1962206019999	-0.663390473393	'700033797.may1'	412	0.2112	0.671119486344	0.993689429281	-345.90012741	0.41020962095200003	4556	0.0183	1.04505103567	-25.3094597552	7.2845974915600005	-308.541088562	0.9821437734890001	3968	0.0182	1.0474810066299998	1.6191425726299997	-309.546974128	0.9738163537569999
1953	1793	40	1574	195.0	0.0324	0.5236	0.849452608316	0.41342612569799997	-191.66110574299998	-1.61562054812	'700032181.may1'	435	0.2132	0.621636595514	0.995973974934	-129.014634734	-0.123735968399	130	0.1753	0.726711538294	-0.107452426819	2.0261262551900003	-115.157788738	0.8190551147480001	1749	0.0419	0.839002612318	1.5479425556200002	-118.47925628600001	0.7858369859919999
1954	3480	18	3335	692.0	0.0605	0.534	0.68813358296	0.37293019859899995	-112.712852212	-2.2536110968900003	'700024266.may1'	1507	0.1976	0.572709025289	0.9993760716590001	-60.3167613138	-0.28324584086	334	0.0905	0.678313522294	-43.7858155653	9.596593306889998	-49.8698525991	0.908407548961	280	0.0989	0.675622284464	1.58137713556	-50.4922042297	0.88627623982
1957	3360	105	793	169.0	0.0873	0.5157	0.792022621349	0.441633288463	-467.24428280800004	-0.0773236944715	'700033533.may1'	413	0.21100000000000002	0.667925035568	0.9939114565880001	-346.62735681699996	0.744740574082	3048	0.0299	0.99855555268	-4.855365933530001	4.05042059165	-332.172166625	0.9865308595000001	22035	0.0145	1.03669015957	1.50760470586	-333.329770335	0.9385976888490001
1961	2494	90	317	142.0	0.1675	0.519	0.605040346588	0.439105775304	-387.32121975800004	0.272145438658	'700095801.may1'	333	0.2195	0.656477649679	0.992723241787	-313.273525558	0.894787569789	1627	0.0502	0.937825568845	-1.1721640551899999	3.0300249253	-309.96356440700004	0.9731792674799999	49601	0.015	1.00877797316	1.4575550309799998	-313.478190577	0.81958611765
1962	1316	100	170	68.0	0.2173	0.5269	0.6755647878859999	0.442530841061	-353.81873261	0.659254279351	'700034865.may1'	141	0.2638	0.635530806598	0.981249160819	-315.930651206	0.979663618545	375	0.1136	0.8684216350299999	0.27590101828	2.06940086637	-316.586541108	0.983229219035	26799	0.0147	1.02781880844	1.4937460371399998	-325.487693376	0.652635350485
1964	3906	51	1279	352.0	0.0883	0.5178	0.7082026808490001	0.42147697632700004	-271.926209482	-0.463164411888	'700024786.may1'	873	0.1887	0.650382924916	0.997884944744	-188.001317853	0.658066394517	6243	0.0334	0.8850511754709999	-11.4982838292	5.99510828431	-178.856061449	0.977093582119	15906	0.0263	0.894423215415	1.4528764618799999	-179.254306577	0.957804744656
1971	5841	56	4442	490.0	0.0304	0.5159	0.909278702199	0.42442963870300005	-315.979804562	-1.36377166618	'700100184.may1'	1277	0.1773	0.663438129741	0.9985329845450001	-196.577332365	0.282461302478	3578	0.0336	0.8999900518260001	-12.5851348119	5.88209285031	-178.10093486099998	0.9946914495020001	6550	0.027000000000000003	0.909864510205	1.50622341308	-178.22630171400002	0.992820183832
1973	3045	102	625	157.0	0.0959	0.517	0.739992906759	0.441561782719	-446.69312753199995	-0.213563921521	'700035804.may1'	377	0.2145	0.664141694491	0.9933654594050001	-317.574855275	0.636908879298	8449	0.0177	1.02396689959	-29.638564434899997	8.178263153989999	-295.175900278	0.953233116533	7956	0.0172	1.02631651974	1.5591371260299998	-296.59962979	0.946496562975
1976	2882	20	1293	530.0	0.1234	0.5325	0.55723080778	0.37903142469000006	-119.34059268200001	-1.20845475233	'700102462.may1'	1159	0.1992	0.581472379282	0.999073203976	-68.43902493479999	0.126981494369	534	0.0782	0.701068222707	-43.8957816662	9.801694905069999	-58.426495079700004	0.8060729392739999	514	0.0817	0.699989359179	1.54465593066	-59.56478647270001	0.7892298312170001
1977	6020	86	1859	358.0	0.0608	0.5127	0.786613755641	0.436609072689	-450.75335885699997	-1.13976414067	'700106575.may1'	950	0.183	0.67873613667	0.997644707612	-276.194211159	0.231466084844	5284	0.0213	0.988959070667	-30.2332232252	8.161004307719999	-240.675380986	0.959733933105	4343	0.0215	0.989922569509	1.5780824414899999	-242.52377064799998	0.944379597346
1979	2327	24	592	374.0	0.2211	0.5298	0.445295375425	0.389740205608	-133.658559788	-0.185813956592	'700109270.may1'	822	0.20199999999999999	0.594505733424	0.9984498447810001	-95.57635334940001	0.7296056791840001	6994	0.0518	0.744094487676	-50.56233788270001	11.986123308	-92.4929313741	0.856594332505	8428	0.0508	0.744665059243	1.4040422831000001	-93.2458274789	0.850605933129
1980	2042	50	743	186.0	0.0992	0.5205	0.741650518939	0.420435950779	-234.86589634	-0.036647971682699995	'700114349.may1'	426	0.2117	0.634114013883	0.995487174586	-175.592546603	0.7980616193000001	2739	0.0418	0.87105622541	-6.50697544927	4.72002255255	-170.23400786	0.969585056822	11141	0.0276	0.889640938863	1.4672808449599999	-170.943053844	0.9264659494419999
1981	989	25	810	153.0	0.0594	0.5325	0.754442869101	0.390227695982	-116.62679034799999	-0.362108115083	'700105171.may1'	310	0.23199999999999998	0.5813749970800001	0.995363526046	-93.594893105	0.40659412912199994	112	0.2762	0.606175593949	1.4594727672299999	1.53789428507	-87.2872928983	0.784772073357	6578	0.0501	0.752380201714	1.41919718134	-94.05991618569999	0.290073100932
1982	3848	22	2572	660.0	0.0909	0.5304	0.6760408638850001	0.38462918928999995	-135.550849871	-1.4441350183200001	'700106263.may1'	1498	0.19	0.594730410577	0.999248155233	-76.431710904	0.0763194100896	918	0.0688	0.7211886009630001	-34.2984001389	8.993564493080001	-65.6032662888	0.859746700207	672	0.0731	0.7197136208380001	1.5373769396	-66.3345278881	0.839258096286
1983	6311	114	1962	298.0	0.0649	0.5123	0.904767661927	0.443071588773	-570.543123885	-0.5491487590959999	'700102621.may1'	796	0.1875	0.686366547763	0.996878912873	-389.082431962	0.556212214453	8145	0.0199	1.03468227714	-9.70807096333	5.29583003049	-363.63758608	0.9664216892049999	27554	0.0133	1.0536147284000001	1.5046904790200002	-363.802245893	0.949968457354
1984	4244	144	1340	165.0	0.0433	0.5149	0.932195132185	0.449236218284	-628.7454536930001	-0.7369067740549999	'700113642.may1'	411	0.2114	0.6787853409190001	0.9932591027330001	-413.909204976	0.33150009689800003	5323	0.0152	1.0869342602399998	-30.471130168200002	7.80883901408	-362.780947922	0.985396212149	3623	0.0165	1.08564870036	1.64959371056	-364.159321822	0.9728449582240001
1985	4804	16	4775	1039.0	0.0633	0.5372	0.664150686016	0.36464029450999996	-107.24717153	-3.9724560058199994	'700111360.may1'	2266	0.1956	0.561974790156	0.9996620284819999	-50.3505393194	-1.36542758646	134	0.1189	0.649850124315	-38.0279880858	8.500493542260001	-38.030998099	0.7515156343699999	89	0.146	0.64161664937	1.69173324208	-38.1027417554	0.7099170591959999
1987	5580	34	3423	691.0	0.0712	0.5215	0.771368758347	0.405903159347	-207.316044787	-1.24130587101	'700023220.may1'	1714	0.1764	0.635608953063	0.9991453920550001	-124.901147002	0.286251030352	4437	0.0413	0.8112429753	-41.3031999268	10.2238238513	-112.810424145	0.9348152294609999	3727	0.0418	0.8112686456020001	1.4817344101899999	-113.120473323	0.9218145674539999
1988	4568	36	1471	541.0	0.0937	0.5212	0.601085057928	0.40818256532200003	-210.216994743	-1.7098752915200002	'700109610.may1'	1326	0.1815	0.6355144497199999	0.99884131073	-116.99138984	-0.08648174295639999	1132	0.0479	0.816242759695	-33.8105314959	8.53423815548	-97.3947613887	0.870363396311	755	0.0532	0.8133938816230001	1.59788823563	-98.4017389569	0.8427302472120001
